init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,steps,error
2.0,1.0,0.7500000000000002,2.0,L0,7.84,1.18
2.0,1.0,0.7500000000000002,2.0,L50,7.52,0.36
2.0,1.0,0.7500000000000002,2.0,L100,7.68,0.44
2.0,1.0,0.7500000000000002,2.5,L0,8.08,1.36
2.0,1.0,0.7500000000000002,2.5,L50,7.44,0.68
2.0,1.0,0.7500000000000002,2.5,L100,8.24,0.54
2.0,1.0,0.7500000000000002,3.0,L0,9.2,2.08
2.0,1.0,0.7500000000000002,3.0,L50,7.6,0.92
2.0,1.0,0.7500000000000002,3.0,L100,8.4,0.56
2.0,1.0,0.7500000000000002,3.5,L0,8.56,1.82
2.0,1.0,0.7500000000000002,3.5,L50,8.4,1.0
2.0,1.0,0.7500000000000002,3.5,L100,8.08,0.78
2.0,1.0,0.7500000000000002,4.0,L0,9.84,1.48
2.0,1.0,0.7500000000000002,4.0,L50,8.08,1.66
2.0,1.0,0.7500000000000002,4.0,L100,8.8,0.68
2.0,1.0,0.7500000000000002,4.5,L0,9.2,1.32
2.0,1.0,0.7500000000000002,4.5,L50,8.32,1.66
2.0,1.0,0.7500000000000002,4.5,L100,8.0,0.96
2.0,1.0,0.7500000000000002,5.0,L0,8.56,2.2
2.0,1.0,0.7500000000000002,5.0,L50,8.48,1.3
2.0,1.0,0.7500000000000002,5.0,L100,8.32,1.4
2.0,1.0,0.8000000000000003,1.0,L0,7.44,0.76
2.0,1.0,0.8000000000000003,1.0,L50,6.88,0.24
2.0,1.0,0.8000000000000003,1.0,L100,6.88,0.22
2.0,1.0,0.8000000000000003,1.5,L0,7.36,1.14
2.0,1.0,0.8000000000000003,1.5,L50,7.36,0.32
2.0,1.0,0.8000000000000003,1.5,L100,6.96,0.26
2.0,1.0,0.8000000000000003,2.0,L0,7.76,1.44
2.0,1.0,0.8000000000000003,2.0,L50,7.76,0.74
2.0,1.0,0.8000000000000003,2.0,L100,7.52,0.36
2.0,1.0,0.8000000000000003,2.5,L0,8.32,1.26
2.0,1.0,0.8000000000000003,2.5,L50,7.52,0.86
