init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list,all_words_belief_list 
3.0,5.0,0.7000000000000001,3.5,L100,13,10,0.0,6,"[0.5170880696087874, 0.37768223004970297]","[0.1325565220395264, 0.13155913703506228]","[5, 6]","[array([1.26674159e-02, 1.27111707e-02, 5.86443676e-03, 1.33534359e-03,
       5.17088070e-01, 3.22036881e-01, 7.68998650e-02, 9.74759560e-03,
       2.58959822e-02, 1.27111707e-02, 2.75522156e-03, 2.86847890e-04]), array([0.00665754, 0.01366547, 0.01287769, 0.00583476, 0.34788369,
       0.37768223, 0.15879824, 0.04148533, 0.01412777, 0.01366547,
       0.00603896, 0.00128284])]"
3.0,5.0,0.7000000000000001,3.5,L100,14,6,0.0,10,[0.41161691728970146],[0.15884244725045285],[10],"[array([1.34142134e-06, 4.26089941e-06, 6.28707347e-06, 4.31277583e-06,
       7.44379607e-03, 1.64549641e-02, 1.56966899e-02, 6.85325686e-03,
       2.42348587e-01, 4.11616917e-01, 2.42348587e-01, 5.72210000e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,15,6,0.0,10,[0.41161691728970146],[0.15884244725045285],[10],"[array([1.34142134e-06, 4.26089941e-06, 6.28707347e-06, 4.31277583e-06,
       7.44379607e-03, 1.64549641e-02, 1.56966899e-02, 6.85325686e-03,
       2.42348587e-01, 4.11616917e-01, 2.42348587e-01, 5.72210000e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,16,6,0.0,4,[0.5572155032837456],[0.1444494992239734],[4],"[array([7.97328073e-03, 6.94076066e-02, 3.18389511e-01, 5.57215503e-01,
       1.60269584e-03, 7.72582941e-03, 1.81928580e-02, 1.94747009e-02,
       1.52513121e-06, 4.78335556e-06, 6.97539076e-06, 4.73054855e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,17,6,2.0,1,[0.40229676946274984],[0.2207800768580434],[3],"[array([8.48093431e-02, 2.87902084e-01, 4.02296769e-01, 1.99741558e-01,
       4.85822567e-03, 9.19635753e-03, 8.09496246e-03, 3.09638318e-03,
       1.41436293e-06, 1.70099883e-06, 9.53255557e-07, 2.48567141e-07])]"
3.0,5.0,0.7000000000000001,3.5,L100,18,10,0.0,12,"[0.41606654017484157, 0.46746866854376057]","[0.2207800768580434, 0.21872621431022773]","[11, 12]","[array([8.43103890e-08, 6.35550599e-07, 2.22200568e-06, 3.60987278e-06,
       9.46661536e-04, 5.11876535e-03, 1.23482746e-02, 1.30314471e-02,
       5.11151602e-02, 2.27574943e-01, 4.16066540e-01, 2.73791657e-01]), array([2.16629471e-08, 3.12384593e-07, 2.09717545e-06, 6.55415377e-06,
       2.17390900e-04, 2.22285608e-03, 1.04496323e-02, 2.18555714e-02,
       1.12493983e-02, 1.01484597e-01, 3.85042900e-01, 4.67468669e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,19,18,1.0,11,"[0.37327015229802674, 0.4766023975944508, 0.41340092755999824, 0.39988344624216443]","[0.18250438231495475, 0.18107938101501259, 0.17976907790100033, 0.17855885915855277]","[7, 8, 9, 10]","[array([1.99100701e-04, 1.46473485e-03, 3.86330411e-03, 4.22542702e-03,
       2.35490663e-02, 1.54918596e-01, 3.73270152e-01, 2.98359267e-01,
       1.07523431e-02, 3.66206329e-02, 5.61567433e-02, 3.66206329e-02]), array([2.31762025e-05, 3.34793924e-04, 2.09522659e-03, 5.51902768e-03,
       4.09088953e-03, 6.18033449e-02, 3.39230086e-01, 4.76602398e-01,
       2.13270824e-03, 1.38826544e-02, 4.12858477e-02, 5.29998475e-02]), array([2.13706103e-06, 3.79776580e-06, 3.24795966e-06, 1.25497779e-06,
       1.42172343e-02, 2.36878003e-02, 2.41833405e-02, 6.33154290e-03,
       4.13400928e-01, 3.49580285e-01, 1.42338749e-01, 2.62496827e-02]), array([7.44781391e-07, 2.47479441e-06, 3.84162446e-06, 2.78640727e-06,
       5.27890848e-03, 1.21994335e-02, 1.25134373e-02, 5.75532801e-03,
       2.91030151e-01, 3.99883446e-01, 2.13882805e-01, 5.94466425e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,20,10,0.0,2,"[0.5242761616171708, 0.3894838366311105]","[0.1825043823149548, 0.1810793810150126]","[1, 2]","[array([5.24276162e-01, 3.33871888e-01, 8.41590044e-02, 1.11692095e-02,
       2.88183598e-02, 1.42178193e-02, 3.14046735e-03, 3.31729999e-04,
       1.09208708e-05, 3.78454152e-06, 6.08959493e-07, 4.55160829e-08]), array([3.41582222e-01, 3.89483837e-01, 1.79453045e-01, 4.86652355e-02,
       1.63108458e-02, 1.58852083e-02, 7.09337522e-03, 1.51300048e-03,
       6.82054893e-06, 4.68698236e-06, 1.49946403e-06, 2.23353740e-07])]"
3.0,5.0,0.7000000000000001,3.5,L100,21,14,0.0,3,"[0.496230273130743, 0.3872411178943887, 0.3420678575924429]","[0.15884244725045285, 0.15769995859411898, 0.15665138667586145]","[1, 2, 3]","[array([4.96230273e-01, 3.39051812e-01, 9.00953758e-02, 1.27649316e-02,
       3.67143319e-02, 1.97921484e-02, 4.76881284e-03, 5.53125754e-04,
       2.00631080e-05, 7.65682613e-06, 1.35707679e-06, 1.11750917e-07]), array([3.21485972e-01, 3.87241118e-01, 1.83908329e-01, 5.34679359e-02,
       1.99024306e-02, 2.12082620e-02, 1.03426415e-02, 2.41858054e-03,
       1.19787824e-05, 9.04887300e-06, 3.18230905e-06, 5.21084927e-07]), array([1.01935895e-01, 3.27896164e-01, 3.42067858e-01, 1.79233398e-01,
       7.66406006e-03, 1.69478104e-02, 1.66674547e-02, 7.56801598e-03,
       4.99463444e-06, 7.46148128e-06, 5.19839114e-06, 1.68919051e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,22,6,0.0,11,[0.41022048580772974],[0.18250438231495475],[11],"[array([2.07462007e-07, 1.42010727e-06, 4.51184039e-06, 6.65901092e-06,
       1.57144594e-03, 7.74023921e-03, 1.70877473e-02, 1.64167920e-02,
       5.90596048e-02, 2.43945443e-01, 4.10220486e-01, 2.43945443e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,23,14,0.0,3,"[0.496230273130743, 0.3872411178943887, 0.3420678575924429]","[0.15884244725045285, 0.15769995859411898, 0.15665138667586145]","[1, 2, 3]","[array([4.96230273e-01, 3.39051812e-01, 9.00953758e-02, 1.27649316e-02,
       3.67143319e-02, 1.97921484e-02, 4.76881284e-03, 5.53125754e-04,
       2.00631080e-05, 7.65682613e-06, 1.35707679e-06, 1.11750917e-07]), array([3.21485972e-01, 3.87241118e-01, 1.83908329e-01, 5.34679359e-02,
       1.99024306e-02, 2.12082620e-02, 1.03426415e-02, 2.41858054e-03,
       1.19787824e-05, 9.04887300e-06, 3.18230905e-06, 5.21084927e-07]), array([1.01935895e-01, 3.27896164e-01, 3.42067858e-01, 1.79233398e-01,
       7.66406006e-03, 1.69478104e-02, 1.66674547e-02, 7.56801598e-03,
       4.99463444e-06, 7.46148128e-06, 5.19839114e-06, 1.68919051e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,24,6,0.0,6,[0.39865809179927425],[0.1325565220395264],[6],"[array([0.00697755, 0.01542647, 0.01460293, 0.00632472, 0.23287983,
       0.39865809, 0.23287983, 0.05384971, 0.01460293, 0.01542647,
       0.00697755, 0.00139392])]"
3.0,5.0,0.7000000000000001,3.5,L100,25,6,2.0,9,[0.3902747269034169],[0.1444494992239734],[11],"[array([1.15518815e-06, 6.51745676e-06, 1.70775155e-05, 2.07839319e-05,
       4.03174526e-03, 1.65697019e-02, 3.05755236e-02, 2.41694735e-02,
       7.40559810e-02, 2.69802814e-01, 3.90274727e-01, 1.90474500e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,26,6,1.0,11,[0.5242761616171708],[0.18250438231495475],[12],"[array([4.55160829e-08, 6.08959493e-07, 3.78454152e-06, 1.09208708e-05,
       3.31729999e-04, 3.14046735e-03, 1.42178193e-02, 2.88183598e-02,
       1.11692095e-02, 8.41590044e-02, 3.33871888e-01, 5.24276162e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,27,6,3.0,4,[0.3678042277508892],[0.1444494992239734],[7],"[array([0.00630961, 0.02361858, 0.03975174, 0.02853759, 0.08035707,
       0.2731933 , 0.36780423, 0.16510609, 0.0029544 , 0.00550303,
       0.00498115, 0.00188322])]"
3.0,5.0,0.7000000000000001,3.5,L100,28,6,1.0,10,[0.4014332361783877],[0.15884244725045285],[11],"[array([4.97658533e-07, 3.09274805e-06, 8.92449879e-06, 1.19619124e-05,
       2.55417521e-03, 1.14781962e-02, 2.31651067e-02, 2.02093485e-02,
       6.69242872e-02, 2.58329604e-01, 4.01433236e-01, 2.15881569e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,29,6,0.0,12,[0.5531869657869052],[0.2207800768580434],[12],"[array([1.80039326e-08, 2.65419296e-07, 1.81685198e-06, 5.77266194e-06,
       1.93416178e-04, 2.01510028e-03, 9.97654698e-03, 2.21102586e-02,
       9.51226261e-03, 7.71334913e-02, 3.25864085e-01, 5.53186966e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,30,14,2.0,10,"[0.3509984754966202, 0.36918964420625106, 0.4247768605629816]","[0.15884244725045285, 0.15769995859411892, 0.15665138667586145]","[6, 7, 8]","[array([0.00143933, 0.00372094, 0.00394025, 0.00215186, 0.14643134,
       0.35099848, 0.27730659, 0.08655185, 0.03329069, 0.05113365,
       0.03329069, 0.00974433]), array([2.55031881e-04, 1.59466986e-03, 4.15789626e-03, 5.12277193e-03,
       4.84101054e-02, 2.67135457e-01, 3.69189644e-01, 1.99529891e-01,
       1.04289255e-02, 3.10670026e-02, 3.98145373e-02, 2.32940677e-02]), array([5.27893796e-05, 6.53340369e-04, 3.66399002e-03, 9.05994270e-03,
       6.75291289e-03, 9.75432531e-02, 3.68383226e-01, 4.24776861e-01,
       2.16365478e-03, 1.27419713e-02, 3.41135561e-02, 4.00945027e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,31,6,0.0,5,[0.5405347282715789],[0.1362598645007146],[5],"[array([1.89740168e-02, 1.77119151e-02, 7.52174125e-03, 1.56064258e-03,
       5.40534728e-01, 3.09097317e-01, 6.75039319e-02, 7.76350317e-03,
       1.89740168e-02, 8.52990626e-03, 1.67209437e-03, 1.56186973e-04])]"
3.0,5.0,0.7000000000000001,3.5,L100,32,6,0.0,1,[0.5531869657869053],[0.2207800768580434],[1],"[array([5.53186966e-01, 3.25864085e-01, 7.71334913e-02, 9.51226261e-03,
       2.21102586e-02, 9.97654698e-03, 2.01510028e-03, 1.93416178e-04,
       5.77266194e-06, 1.81685198e-06, 2.65419296e-07, 1.80039326e-08])]"
3.0,5.0,0.7000000000000001,3.5,L100,33,14,0.0,3,"[0.496230273130743, 0.3872411178943887, 0.3420678575924429]","[0.15884244725045285, 0.15769995859411898, 0.15665138667586145]","[1, 2, 3]","[array([4.96230273e-01, 3.39051812e-01, 9.00953758e-02, 1.27649316e-02,
       3.67143319e-02, 1.97921484e-02, 4.76881284e-03, 5.53125754e-04,
       2.00631080e-05, 7.65682613e-06, 1.35707679e-06, 1.11750917e-07]), array([3.21485972e-01, 3.87241118e-01, 1.83908329e-01, 5.34679359e-02,
       1.99024306e-02, 2.12082620e-02, 1.03426415e-02, 2.41858054e-03,
       1.19787824e-05, 9.04887300e-06, 3.18230905e-06, 5.21084927e-07]), array([1.01935895e-01, 3.27896164e-01, 3.42067858e-01, 1.79233398e-01,
       7.66406006e-03, 1.69478104e-02, 1.66674547e-02, 7.56801598e-03,
       4.99463444e-06, 7.46148128e-06, 5.19839114e-06, 1.68919051e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,34,6,3.0,7,[0.598108969393147],[0.1325565220395264],[4],"[array([2.87839688e-03, 3.93372055e-02, 2.61389647e-01, 5.98108969e-01,
       1.66082158e-03, 1.09030433e-02, 3.52347763e-02, 5.03830900e-02,
       5.01464784e-06, 2.10192360e-05, 4.09492225e-05, 3.70666803e-05])]"
3.0,5.0,0.7000000000000001,3.5,L100,35,10,2.0,1,"[0.4160665401748416, 0.3565201369272825]","[0.2207800768580434, 0.21872621431022773]","[2, 3]","[array([2.73791657e-01, 4.16066540e-01, 2.27574943e-01, 5.11151602e-02,
       1.30314471e-02, 1.23482746e-02, 5.11876535e-03, 9.46661536e-04,
       3.60987278e-06, 2.22200568e-06, 6.35550599e-07, 8.43103890e-08]), array([1.12676209e-01, 3.54316146e-01, 3.56520137e-01, 1.50874322e-01,
       5.26795290e-03, 9.61574263e-03, 7.80899736e-03, 2.91559636e-03,
       1.57977903e-06, 1.92981905e-06, 1.09742168e-06, 2.90538425e-07])]"
3.0,5.0,0.7000000000000001,3.5,L100,36,14,2.0,5,"[0.45034825175663806, 0.3800910863441361, 0.32687588424565844]","[0.1362598645007146, 0.13525897667057935, 0.1343469370833293]","[1, 2, 3]","[array([4.50348252e-01, 3.39214332e-01, 9.56678946e-02, 1.48840481e-02,
       5.40352911e-02, 3.45891490e-02, 9.80606446e-03, 1.36098523e-03,
       5.97692188e-05, 2.76699359e-05, 5.94998286e-06, 5.94563974e-07]), array([2.98344120e-01, 3.80091086e-01, 1.77924218e-01, 5.76717645e-02,
       2.67763454e-02, 3.39820361e-02, 1.96290280e-02, 5.50321513e-03,
       3.28856886e-05, 3.00193095e-05, 1.27571237e-05, 2.52425971e-06]), array([8.74238444e-02, 3.12942312e-01, 3.26875884e-01, 1.90441486e-01,
       9.65679952e-03, 2.58309844e-02, 3.03369510e-02, 1.64281449e-02,
       1.29841282e-05, 2.33547825e-05, 1.95904914e-05, 7.66435756e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,37,6,2.0,6,[0.4909378096885393],[0.1325565220395264],[8],"[array([0.0005093 , 0.00441974, 0.01851738, 0.03446719, 0.01181772,
       0.08544523, 0.33091404, 0.49093781, 0.00109967, 0.00441974,
       0.00894845, 0.00850374])]"
3.0,5.0,0.7000000000000001,3.5,L100,38,10,0.0,10,"[0.5356685432310586, 0.3895495707686583]","[0.15884244725045285, 0.15769995859411892]","[9, 10]","[array([2.19856587e-06, 3.56461796e-06, 2.69101870e-06, 9.45020412e-07,
       1.34497670e-02, 1.36769862e-02, 6.38600148e-03, 1.46112917e-03,
       5.35668543e-01, 3.36619045e-01, 8.21216028e-02, 1.06075263e-02]), array([1.40241071e-06, 4.38276320e-06, 6.37654789e-06, 4.31954851e-06,
       7.24855944e-03, 1.49579235e-02, 1.41767120e-02, 6.43716136e-03,
       3.50685641e-01, 3.89549571e-01, 1.71294632e-01, 4.56333191e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,39,10,0.0,12,"[0.41606654017484157, 0.46746866854376057]","[0.2207800768580434, 0.21872621431022773]","[11, 12]","[array([8.43103890e-08, 6.35550599e-07, 2.22200568e-06, 3.60987278e-06,
       9.46661536e-04, 5.11876535e-03, 1.23482746e-02, 1.30314471e-02,
       5.11151602e-02, 2.27574943e-01, 4.16066540e-01, 2.73791657e-01]), array([2.16629471e-08, 3.12384593e-07, 2.09717545e-06, 6.55415377e-06,
       2.17390900e-04, 2.22285608e-03, 1.04496323e-02, 2.18555714e-02,
       1.12493983e-02, 1.01484597e-01, 3.85042900e-01, 4.67468669e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,40,6,0.0,9,[0.5572155032837458],[0.1444494992239734],[9],"[array([4.73054855e-06, 6.97539076e-06, 4.78335556e-06, 1.52513121e-06,
       1.94747009e-02, 1.81928580e-02, 7.72582941e-03, 1.60269584e-03,
       5.57215503e-01, 3.18389511e-01, 6.94076066e-02, 7.97328073e-03])]"
3.0,5.0,0.7000000000000001,3.5,L100,41,10,4.0,8,"[0.3852291241825996, 0.46898051795640505]","[0.13625986450071456, 0.13525897667057932]","[3, 4]","[array([2.04331609e-02, 1.55534620e-01, 3.85229124e-01, 2.98008114e-01,
       8.57857849e-03, 3.36056215e-02, 5.78604413e-02, 4.04908898e-02,
       3.56281703e-05, 8.42081135e-05, 9.24646066e-05, 4.71488807e-05]), array([2.65659090e-03, 5.86567859e-02, 3.62504026e-01, 4.68980518e-01,
       1.60995495e-03, 1.17952682e-02, 3.92206640e-02, 5.43987628e-02,
       6.92183417e-06, 3.20548582e-05, 6.91065565e-05, 6.93457762e-05])]"
3.0,5.0,0.7000000000000001,3.5,L100,42,6,0.0,10,[0.41161691728970146],[0.15884244725045285],[10],"[array([1.34142134e-06, 4.26089941e-06, 6.28707347e-06, 4.31277583e-06,
       7.44379607e-03, 1.64549641e-02, 1.56966899e-02, 6.85325686e-03,
       2.42348587e-01, 4.11616917e-01, 2.42348587e-01, 5.72210000e-02])]"
3.0,5.0,0.7000000000000001,3.5,L100,43,6,0.0,1,[0.5531869657869053],[0.2207800768580434],[1],"[array([5.53186966e-01, 3.25864085e-01, 7.71334913e-02, 9.51226261e-03,
       2.21102586e-02, 9.97654698e-03, 2.01510028e-03, 1.93416178e-04,
       5.77266194e-06, 1.81685198e-06, 2.65419296e-07, 1.80039326e-08])]"
3.0,5.0,0.7000000000000001,3.5,L100,44,6,0.0,12,[0.5531869657869052],[0.2207800768580434],[12],"[array([1.80039326e-08, 2.65419296e-07, 1.81685198e-06, 5.77266194e-06,
       1.93416178e-04, 2.01510028e-03, 9.97654698e-03, 2.21102586e-02,
       9.51226261e-03, 7.71334913e-02, 3.25864085e-01, 5.53186966e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,45,6,0.0,2,[0.4102204858077298],[0.1825043823149548],[2],"[array([2.43945443e-01, 4.10220486e-01, 2.43945443e-01, 5.90596048e-02,
       1.64167920e-02, 1.70877473e-02, 7.74023921e-03, 1.57144594e-03,
       6.65901092e-06, 4.51184039e-06, 1.42010727e-06, 2.07462007e-07])]"
3.0,5.0,0.7000000000000001,3.5,L100,46,6,0.0,4,[0.5572155032837456],[0.1444494992239734],[4],"[array([7.97328073e-03, 6.94076066e-02, 3.18389511e-01, 5.57215503e-01,
       1.60269584e-03, 7.72582941e-03, 1.81928580e-02, 1.94747009e-02,
       1.52513121e-06, 4.78335556e-06, 6.97539076e-06, 4.73054855e-06])]"
3.0,5.0,0.7000000000000001,3.5,L100,47,10,2.0,6,"[0.39255889158235663, 0.3820707296746074]","[0.1325565220395264, 0.13155913703506228]","[7, 8]","[array([0.0023762 , 0.01076015, 0.02175511, 0.01886468, 0.06326183,
       0.25000221, 0.39255889, 0.20967634, 0.00507764, 0.01076015,
       0.01052375, 0.00438307]), array([0.00056636, 0.00485084, 0.01903239, 0.03266602, 0.01439971,
       0.12020976, 0.4039822 , 0.38207073, 0.00120785, 0.00485084,
       0.00895231, 0.007211  ])]"
3.0,5.0,0.7000000000000001,3.5,L100,48,6,2.0,9,[0.3902747269034169],[0.1444494992239734],[11],"[array([1.15518815e-06, 6.51745676e-06, 1.70775155e-05, 2.07839319e-05,
       4.03174526e-03, 1.65697019e-02, 3.05755236e-02, 2.41694735e-02,
       7.40559810e-02, 2.69802814e-01, 3.90274727e-01, 1.90474500e-01])]"
3.0,5.0,0.7000000000000001,3.5,L100,49,6,0.0,5,[0.5405347282715789],[0.1362598645007146],[5],"[array([1.89740168e-02, 1.77119151e-02, 7.52174125e-03, 1.56064258e-03,
       5.40534728e-01, 3.09097317e-01, 6.75039319e-02, 7.76350317e-03,
       1.89740168e-02, 8.52990626e-03, 1.67209437e-03, 1.56186973e-04])]"
3.0,5.0,0.7000000000000001,3.5,L100,50,6,0.0,8,[0.5405347282715788],[0.13625986450071456],[8],"[array([1.56186973e-04, 1.67209437e-03, 8.52990626e-03, 1.89740168e-02,
       7.76350317e-03, 6.75039319e-02, 3.09097317e-01, 5.40534728e-01,
       1.56064258e-03, 7.52174125e-03, 1.77119151e-02, 1.89740168e-02])]"
3.5,4.5,0.6,3.0,L0,1,30,1.0,34,"[0.18158764311639852, 0.06236746947420577, 0.3675931356542623, 0.1968899434218359, 0.128872766583995, 0.11367445821587463, 0.4327706836211297]","[0.1678952009675782, 0.16687791592675952, 0.16593368816746973, 0.16505415667296147, 0.16423224527841898, 0.1634619188051595, 0.16273799360558677]","[29, 28, 32, 31, 30, 29, 33]","[array([0.05395818, 0.02481916, 0.00328324, 0.0003883 , 0.18158764,
       0.12141703, 0.02603453, 0.00285271, 0.3599047 , 0.19198834,
       0.03144727, 0.00231888]), array([0.00171963, 0.00944315, 0.02274398, 0.06236747, 0.00603553,
       0.05419642, 0.16867726, 0.30440477, 0.00804843, 0.05828991,
       0.13874685, 0.16532659]), array([4.56515938e-05, 1.62127866e-03, 1.49635480e-02, 5.76721735e-02,
       8.33235845e-04, 1.85553453e-02, 1.48136058e-01, 3.67593136e-01,
       2.39742891e-03, 2.95288428e-02, 1.41268613e-01, 2.17384689e-01]), array([0.00027263, 0.00319362, 0.01739032, 0.03157517, 0.00687433,
       0.0510403 , 0.19688994, 0.23562767, 0.02048151, 0.09403174,
       0.20117853, 0.14144423]), array([0.00152412, 0.0076453 , 0.01517313, 0.00737851, 0.03763848,
       0.12887277, 0.18287318, 0.05795304, 0.1085777 , 0.22948749,
       0.18580511, 0.03707118]), array([0.00448157, 0.00916934, 0.00489954, 0.00065721, 0.11367446,
       0.16328203, 0.05950033, 0.00465693, 0.30587757, 0.26973762,
       0.06056992, 0.00349347]), array([2.91187384e-03, 4.08289876e-03, 1.39379028e-03, 2.27023632e-04,
       1.18585691e-01, 1.12387900e-01, 2.25593857e-02, 2.20570106e-03,
       4.32770684e-01, 2.62192518e-01, 3.79969476e-02, 2.68558721e-03])]"
3.5,4.5,0.6,3.0,L0,2,58,3.0,26,"[0.41985177770327325, 0.4569307144692915, 0.4747616204028033, 0.48355892836886605, 0.48783158036217644, 0.4897656502147034, 0.49047325056746754, 0.4905361149407453, 0.4902638878706551, 0.48982313486143225, 0.2965005907597674, 0.298544726612248, 0.36066277349191417, 0.21599903491071804]","[0.1936977475755516, 0.19244859899287262, 0.19128718678799, 0.19020364622970823, 0.18918960560489295, 0.18823790668857465, 0.18734238680298437, 0.18649770701102877, 0.18569921530568112, 0.18494283665388564, 0.184224983867118, 0.18354248478241372, 0.18289252233302652, 0.18227258489117143]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 27, 28, 29]","[array([4.19851778e-01, 2.23837849e-01, 3.65365184e-02, 2.68980804e-03,
       2.07937675e-01, 7.59436554e-02, 8.07280549e-03, 3.63631159e-04,
       1.82304784e-02, 6.09896909e-03, 4.28883485e-04, 7.94834383e-06]), array([4.56930714e-01, 2.14256018e-01, 3.29633679e-02, 2.54656281e-03,
       2.06075830e-01, 6.62887593e-02, 6.92498299e-03, 3.48068007e-04,
       1.08471136e-02, 2.64394455e-03, 1.69315501e-04, 5.32274685e-06]), array([4.74761620e-01, 2.07037215e-01, 3.20490024e-02, 2.50879777e-03,
       2.02837794e-01, 6.25847311e-02, 6.84734863e-03, 3.52992848e-04,
       8.79175312e-03, 2.05760135e-03, 1.65434727e-04, 5.70849081e-06]), array([4.83558928e-01, 2.02559686e-01, 3.16857926e-02, 2.49247326e-03,
       2.00472156e-01, 6.13970720e-02, 6.90867283e-03, 3.60237195e-04,
       8.36536591e-03, 2.01882675e-03, 1.74642049e-04, 6.14669956e-06]), array([4.87831580e-01, 1.99830751e-01, 3.14774604e-02, 2.48353116e-03,
       1.99110545e-01, 6.12043908e-02, 6.99423110e-03, 3.67976338e-04,
       8.42482028e-03, 2.08340706e-03, 1.84707770e-04, 6.59851700e-06]), array([4.89765650e-01, 1.98089256e-01, 3.13288825e-02, 2.47771668e-03,
       1.98490776e-01, 6.13938815e-02, 7.08403440e-03, 3.75691713e-04,
       8.62544349e-03, 2.16678986e-03, 1.94822790e-04, 7.05517393e-06]), array([4.90473251e-01, 1.96887792e-01, 3.12091622e-02, 2.47339104e-03,
       1.98348690e-01, 6.17236208e-02, 7.17269666e-03, 3.83199349e-04,
       8.86337450e-03, 2.25245884e-03, 2.04851916e-04, 7.51270597e-06]), array([4.90536115e-01, 1.95983503e-01, 3.11056758e-02, 2.46983640e-03,
       1.98491573e-01, 6.20978043e-02, 7.25835538e-03, 3.90432749e-04,
       9.10702258e-03, 2.33696924e-03, 2.14743503e-04, 7.96897531e-06]), array([4.90263888e-01, 1.95248148e-01, 3.10124905e-02, 2.46671326e-03,
       1.98793708e-01, 6.24781986e-02, 7.34036965e-03, 3.97372970e-04,
       9.34669273e-03, 2.41952274e-03, 2.24472947e-04, 8.42269414e-06]), array([4.89823135e-01, 1.94614263e-01, 3.09265486e-02, 2.46385251e-03,
       1.99177667e-01, 6.28496179e-02, 7.41860180e-03, 4.04021601e-04,
       9.57946785e-03, 2.49992412e-03, 2.34028345e-04, 8.87302441e-06]), array([3.00435323e-01, 2.96500591e-01, 1.17292604e-01, 2.32894526e-02,
       1.22554012e-01, 9.65787330e-02, 2.84926651e-02, 3.88341829e-03,
       6.02007997e-03, 3.93938683e-03, 9.25546426e-04, 8.81872499e-05]), array([0.07147651, 0.28521445, 0.29854473, 0.12445911, 0.03107969,
       0.09046713, 0.07016203, 0.02073817, 0.00174389, 0.00351282,
       0.0021311 , 0.00047038]), array([5.66310870e-03, 9.30228371e-02, 3.65387785e-01, 3.60662773e-01,
       2.89303959e-03, 2.93897238e-02, 8.07528911e-02, 5.75035791e-02,
       2.04873377e-04, 1.16274629e-03, 2.16972900e-03, 1.18691337e-03]), array([2.60706625e-01, 2.27479711e-01, 9.89822314e-02, 9.48775455e-03,
       2.15999035e-01, 1.18500475e-01, 3.15142610e-02, 2.09643103e-03,
       2.54654330e-02, 8.49679355e-03, 1.21625443e-03, 5.49953613e-05])]"
3.5,4.5,0.6,3.0,L0,3,10,1.0,36,"[0.1363208678232301, 0.3861349078158412]","[0.237027696879423, 0.23520420210274084]","[31, 35]","[array([0.0007245 , 0.01118255, 0.02940824, 0.01494451, 0.00363507,
       0.04365367, 0.13632087, 0.10293454, 0.02098696, 0.14360303,
       0.31485019, 0.17775588]), array([4.86263028e-05, 2.10048968e-03, 8.80461209e-03, 4.17462463e-03,
       2.08529010e-03, 2.80479471e-02, 1.08806575e-01, 7.62640906e-02,
       2.25482092e-02, 1.60729974e-01, 3.86134908e-01, 2.00254653e-01])]"
