init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list,all_words_belief_list 
3.0,4.5,0.7000000000000001,3.5,L100,1,6,0.0,2,[0.41461793250073026],[0.19728727731657006],[2],"[array([2.45036892e-01, 4.14617933e-01, 2.45036892e-01, 5.80297062e-02,
       1.53365218e-02, 1.47651675e-02, 6.07667285e-03, 1.09331710e-03,
       3.96825679e-06, 2.27007119e-06, 5.90135729e-07, 6.95615311e-08])]"
3.0,4.5,0.7000000000000001,3.5,L100,2,6,0.0,2,[0.41461793250073026],[0.19728727731657006],[2],"[array([2.45036892e-01, 4.14617933e-01, 2.45036892e-01, 5.80297062e-02,
       1.53365218e-02, 1.47651675e-02, 6.07667285e-03, 1.09331710e-03,
       3.96825679e-06, 2.27007119e-06, 5.90135729e-07, 6.95615311e-08])]"
3.0,4.5,0.7000000000000001,3.5,L100,3,10,1.0,8,"[0.3820635559308339, 0.37601208256132473]","[0.14720590757510899, 0.14602876154737818]","[6, 7]","[array([0.00188617, 0.00530678, 0.0062717 , 0.00349232, 0.17782449,
       0.38206356, 0.27299827, 0.07625271, 0.02470493, 0.03020203,
       0.01550472, 0.00349232]), array([0.0005136 , 0.00308223, 0.00784245, 0.00902491, 0.06283456,
       0.29496989, 0.37601208, 0.18871239, 0.00833166, 0.0197189 ,
       0.01993241, 0.00902491])]"
3.0,4.5,0.7000000000000001,3.5,L100,4,6,0.0,12,[0.5588663359743596],[0.24228230294216996],[12],"[array([4.78729712e-09, 8.96240451e-08, 7.60389803e-07, 2.92554822e-06,
       1.16596469e-04, 1.40954894e-03, 7.86598965e-03, 1.91881673e-02,
       8.96068946e-03, 7.60676959e-02, 3.27521196e-01, 5.58866336e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,5,6,0.0,7,[0.40452478127880087],[0.14358691513360786],[7],"[array([0.0009807 , 0.00553324, 0.01342503, 0.01371575, 0.0531519 ,
       0.23484793, 0.40452478, 0.23484793, 0.00629872, 0.01371575,
       0.01342503, 0.00553324])]"
3.0,4.5,0.7000000000000001,3.5,L100,6,6,1.0,2,[0.41154750030394616],[0.19728727731657006],[3],"[array([7.17609889e-02, 2.71449722e-01, 4.11547500e-01, 2.16575275e-01,
       5.49672367e-03, 1.05540950e-02, 9.19482435e-03, 3.41664759e-03,
       1.49790059e-06, 1.67404937e-06, 8.52825256e-07, 1.97961076e-07])]"
3.0,4.5,0.7000000000000001,3.5,L100,7,6,0.0,5,[0.547914443436195],[0.14720590757510899],[5],"[array([1.65312036e-02, 1.66391061e-02, 7.49364906e-03, 1.61158414e-03,
       5.47914443e-01, 3.11329189e-01, 6.65783238e-02, 7.30899363e-03,
       1.65312036e-02, 6.78596195e-03, 1.18165763e-03, 9.46843248e-05])]"
3.0,4.5,0.7000000000000001,3.5,L100,8,10,2.0,1,"[0.42106760183956143, 0.3558033461117692]","[0.24228230294217007, 0.2400471833731285]","[2, 3]","[array([2.81585763e-01, 4.21067602e-01, 2.23868203e-01, 4.80849310e-02,
       1.13938847e-02, 9.79287101e-03, 3.62240317e-03, 5.81331152e-04,
       1.83697253e-06, 9.34431774e-07, 2.16382285e-07, 2.26912808e-08]), array([1.17567017e-01, 3.62180046e-01, 3.55803346e-01, 1.44629276e-01,
       4.69352778e-03, 7.74568861e-03, 5.57485415e-03, 1.80411243e-03,
       8.28115096e-07, 8.37603456e-07, 3.85728986e-07, 8.08828246e-08])]"
3.0,4.5,0.7000000000000001,3.5,L100,9,6,0.0,3,[0.41578494872095617],[0.17082853840049236],[3],"[array([5.61790381e-02, 2.43254026e-01, 4.15784949e-01, 2.43254026e-01,
       6.78461812e-03, 1.46557978e-02, 1.42238956e-02, 5.85422973e-03,
       2.97563380e-06, 3.74430717e-06, 2.14304411e-06, 5.57488133e-07])]"
3.0,4.5,0.7000000000000001,3.5,L100,10,10,0.0,11,"[0.41154750030394605, 0.38080446852384675]","[0.19728727731657003, 0.19576223701628293]","[10, 11]","[array([1.97961076e-07, 8.52825256e-07, 1.67404937e-06, 1.49790059e-06,
       3.41664759e-03, 9.19482435e-03, 1.05540950e-02, 5.49672367e-03,
       2.16575275e-01, 4.11547500e-01, 2.71449722e-01, 7.17609889e-02]), array([8.08019061e-08, 6.69857857e-07, 2.52833278e-06, 4.34522092e-06,
       1.17699663e-03, 6.26001614e-03, 1.44255490e-02, 1.49708480e-02,
       7.91899672e-02, 3.15138785e-01, 3.80804469e-01, 1.88025745e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,11,10,0.0,12,"[0.42106760183956143, 0.47678010159099476]","[0.24228230294216996, 0.24004718337312844]","[11, 12]","[array([2.26912808e-08, 2.16382285e-07, 9.34431774e-07, 1.83697253e-06,
       5.81331152e-04, 3.62240317e-03, 9.79287101e-03, 1.13938847e-02,
       4.80849310e-02, 2.23868203e-01, 4.21067602e-01, 2.81585763e-01]), array([5.89498373e-09, 1.07327419e-07, 8.89752006e-07, 3.35832965e-06,
       1.31489145e-04, 1.55117901e-03, 8.22792926e-03, 1.90340855e-02,
       1.05410170e-02, 9.90007390e-02, 3.84729098e-01, 4.76780102e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,12,10,0.0,8,"[0.4054811221685073, 0.4466846611311141]","[0.14720590757510899, 0.14602876154737818]","[7, 8]","[array([0.00050529, 0.0032235 , 0.00858856, 0.00961743, 0.04214517,
       0.21056454, 0.40548112, 0.26217726, 0.0078794 , 0.01923961,
       0.02096069, 0.00961743]), array([1.05421634e-04, 1.26296257e-03, 6.74923087e-03, 1.54337528e-02,
       8.85593083e-03, 9.32048855e-02, 3.85262574e-01, 4.46684661e-01,
       1.73961884e-03, 8.14663884e-03, 1.71205707e-02, 1.54337528e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,13,6,1.0,11,[0.5229943279178475],[0.19728727731657003],[12],"[array([1.52655290e-08, 2.53441186e-07, 1.90948354e-06, 6.52799534e-06,
       2.30134923e-04, 2.46775334e-03, 1.23195504e-02, 2.69200709e-02,
       1.10839919e-02, 8.55034147e-02, 3.38472050e-01, 5.22994328e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,14,10,2.0,5,"[0.40548112216850735, 0.32888072921976685]","[0.14720590757510899, 0.14602876154737818]","[6, 7]","[array([0.00961743, 0.02096069, 0.01923961, 0.0078794 , 0.26217726,
       0.40548112, 0.21056454, 0.04214517, 0.00961743, 0.00858856,
       0.0032235 , 0.00050529]), array([0.00373652, 0.01582399, 0.02874605, 0.02343451, 0.10814254,
       0.35608564, 0.32888073, 0.1192988 , 0.00373652, 0.00623809,
       0.00445646, 0.00142014])]"
3.0,4.5,0.7000000000000001,3.5,L100,15,6,0.0,1,[0.5588663359743596],[0.24228230294217007],[1],"[array([5.58866336e-01, 3.27521196e-01, 7.60676959e-02, 8.96068946e-03,
       1.91881673e-02, 7.86598965e-03, 1.40954894e-03, 1.16596469e-04,
       2.92554822e-06, 7.60389803e-07, 8.96240451e-08, 4.78729712e-09])]"
3.0,4.5,0.7000000000000001,3.5,L100,16,10,1.0,7,"[0.48487376514200853, 0.3853998040316159]","[0.14358691513360786, 0.14239091702668963]","[5, 6]","[array([6.33063880e-03, 7.22634995e-03, 3.90350590e-03, 1.05081169e-03,
       4.84873765e-01, 3.38422191e-01, 8.92982217e-02, 1.23314056e-02,
       3.46192269e-02, 1.76339016e-02, 3.90350590e-03, 4.06476217e-04]), array([0.00288017, 0.00724298, 0.00825586, 0.0044419 , 0.31634842,
       0.3853998 , 0.17831301, 0.05044652, 0.01828937, 0.01838235,
       0.00825586, 0.00174376])]"
3.0,4.5,0.7000000000000001,3.5,L100,17,10,0.0,7,"[0.39645601823560866, 0.36707834211137397]","[0.14358691513360786, 0.14239091702668963]","[6, 7]","[array([0.00315988, 0.00841172, 0.00941033, 0.00480134, 0.20595435,
       0.39645602, 0.25632626, 0.06486542, 0.01881652, 0.02050431,
       0.00941033, 0.00188352]), array([0.00103708, 0.00554241, 0.0126715 , 0.01303954, 0.07660955,
       0.31671686, 0.36707834, 0.1687682 , 0.00668837, 0.01405741,
       0.0126715 , 0.00511924])]"
3.0,4.5,0.7000000000000001,3.5,L100,18,6,0.0,9,[0.5619174484557912],[0.15551393749492282],[9],"[array([2.39107395e-06, 4.17229604e-06, 3.31413673e-06, 1.19699842e-06,
       1.69027303e-02, 1.70333717e-02, 7.67423163e-03, 1.65042360e-03,
       5.61917448e-01, 3.19139451e-01, 6.81876998e-02, 7.48356895e-03])]"
3.0,4.5,0.7000000000000001,3.5,L100,19,10,0.0,6,"[0.5182071861912303, 0.38358214984494365]","[0.14358691513360786, 0.14239091702668963]","[5, 6]","[array([1.01252191e-02, 1.10911646e-02, 5.53338731e-03, 1.33547168e-03,
       5.18207186e-01, 3.27755890e-01, 7.84358679e-02, 9.72134704e-03,
       2.43208892e-02, 1.10911646e-02, 2.18203527e-03, 2.00377320e-04]), array([0.00526829, 0.01195008, 0.01219534, 0.00584606, 0.34575981,
       0.38358215, 0.16291192, 0.04151664, 0.01333019, 0.01195008,
       0.00478849, 0.00090097])]"
3.0,4.5,0.7000000000000001,3.5,L100,20,10,2.0,5,"[0.40548112216850735, 0.32888072921976685]","[0.14720590757510899, 0.14602876154737818]","[6, 7]","[array([0.00961743, 0.02096069, 0.01923961, 0.0078794 , 0.26217726,
       0.40548112, 0.21056454, 0.04214517, 0.00961743, 0.00858856,
       0.0032235 , 0.00050529]), array([0.00373652, 0.01582399, 0.02874605, 0.02343451, 0.10814254,
       0.35608564, 0.32888073, 0.1192988 , 0.00373652, 0.00623809,
       0.00445646, 0.00142014])]"
3.0,4.5,0.7000000000000001,3.5,L100,21,6,2.0,5,[0.3820635559308339],[0.14720590757510899],[7],"[array([0.00349232, 0.01550472, 0.03020203, 0.02470493, 0.07625271,
       0.27299827, 0.38206356, 0.17782449, 0.00349232, 0.0062717 ,
       0.00530678, 0.00188617])]"
3.0,4.5,0.7000000000000001,3.5,L100,22,10,0.0,2,"[0.5229943279178474, 0.3943206350239867]","[0.19728727731657006, 0.19576223701628298]","[1, 2]","[array([5.22994328e-01, 3.38472050e-01, 8.55034147e-02, 1.10839919e-02,
       2.69200709e-02, 1.23195504e-02, 2.46775334e-03, 2.30134923e-04,
       6.52799534e-06, 1.90948354e-06, 2.53441186e-07, 1.52655290e-08]), array([3.38355463e-01, 3.94320635e-01, 1.83165365e-01, 4.84005609e-02,
       1.52997655e-02, 1.38058302e-02, 5.58922058e-03, 1.05593036e-03,
       4.12103816e-06, 2.39747814e-06, 6.35080663e-07, 7.66077461e-08])]"
3.0,4.5,0.7000000000000001,3.5,L100,23,6,0.0,9,[0.5619174484557912],[0.15551393749492282],[9],"[array([2.39107395e-06, 4.17229604e-06, 3.31413673e-06, 1.19699842e-06,
       1.69027303e-02, 1.70333717e-02, 7.67423163e-03, 1.65042360e-03,
       5.61917448e-01, 3.19139451e-01, 6.81876998e-02, 7.48356895e-03])]"
3.0,4.5,0.7000000000000001,3.5,L100,24,6,0.0,10,[0.4157849487209562],[0.17082853840049234],[10],"[array([5.57488133e-07, 2.14304411e-06, 3.74430717e-06, 2.97563380e-06,
       5.85422973e-03, 1.42238956e-02, 1.46557978e-02, 6.78461812e-03,
       2.43254026e-01, 4.15784949e-01, 2.43254026e-01, 5.61790381e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,25,6,1.0,7,[0.5182071861912302],[0.14358691513360786],[8],"[array([2.00377320e-04, 2.18203527e-03, 1.10911646e-02, 2.43208892e-02,
       9.72134704e-03, 7.84358679e-02, 3.27755890e-01, 5.18207186e-01,
       1.33547168e-03, 5.53338731e-03, 1.10911646e-02, 1.01252191e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,26,10,2.0,6,"[0.39645601823560866, 0.37792130392783946]","[0.14358691513360786, 0.14239091702668963]","[7, 8]","[array([0.00188352, 0.00941033, 0.02050431, 0.01881652, 0.06486542,
       0.25632626, 0.39645602, 0.20595435, 0.00480134, 0.00941033,
       0.00841172, 0.00315988]), array([0.00045386, 0.00428886, 0.01816443, 0.0329943 , 0.01496245,
       0.12424331, 0.40924891, 0.3779213 , 0.00115604, 0.00428886,
       0.00716168, 0.005116  ])]"
3.0,4.5,0.7000000000000001,3.5,L100,27,6,7.0,1,[0.38156778088519544],[0.24228230294217007],[8],"[array([5.66477188e-03, 3.07096037e-02, 8.13344160e-02, 9.27626883e-02,
       1.69203683e-02, 8.91234208e-02, 2.92709790e-01, 3.81567781e-01,
       1.36679788e-04, 6.21006937e-04, 2.98905458e-03, 5.46041866e-03])]"
3.0,4.5,0.7000000000000001,3.5,L100,28,18,1.0,11,"[0.36567217252601436, 0.4885252880581154, 0.40992772798118027, 0.40438469471167693]","[0.19728727731657003, 0.19576223701628293, 0.1943588011155757, 0.19306152213800745]","[7, 8, 9, 10]","[array([1.42160767e-04, 1.11806266e-03, 2.87097771e-03, 3.05096279e-03,
       1.92557797e-02, 1.40933769e-01, 3.65672173e-01, 3.10123723e-01,
       1.15799996e-02, 4.08863048e-02, 6.34797825e-02, 4.08863048e-02]), array([8.80523788e-06, 1.64621909e-04, 1.20115673e-03, 3.56322105e-03,
       3.09973591e-03, 5.44692178e-02, 3.28355000e-01, 4.88525288e-01,
       2.24093534e-03, 1.51181290e-02, 4.55373670e-02, 5.77165220e-02]), array([7.45219709e-07, 1.63359687e-06, 1.68527836e-06, 7.63904725e-07,
       9.96766597e-03, 1.91057349e-02, 2.19108877e-02, 6.11707400e-03,
       4.09927728e-01, 3.58339082e-01, 1.47678653e-01, 2.69483464e-02]), array([2.66529904e-07, 1.08513717e-06, 2.02024185e-06, 1.72022846e-06,
       3.71855117e-03, 9.69734221e-03, 1.09871426e-02, 5.44740610e-03,
       2.83926364e-01, 4.04384695e-01, 2.20673401e-01, 6.11600059e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,29,6,1.0,7,[0.5182071861912302],[0.14358691513360786],[8],"[array([2.00377320e-04, 2.18203527e-03, 1.10911646e-02, 2.43208892e-02,
       9.72134704e-03, 7.84358679e-02, 3.27755890e-01, 5.18207186e-01,
       1.33547168e-03, 5.53338731e-03, 1.10911646e-02, 1.01252191e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,30,6,0.0,12,[0.5588663359743596],[0.24228230294216996],[12],"[array([4.78729712e-09, 8.96240451e-08, 7.60389803e-07, 2.92554822e-06,
       1.16596469e-04, 1.40954894e-03, 7.86598965e-03, 1.91881673e-02,
       8.96068946e-03, 7.60676959e-02, 3.27521196e-01, 5.58866336e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,31,10,0.0,10,"[0.5347766832040365, 0.3941347346493607]","[0.17082853840049234, 0.16958044540732875]","[9, 10]","[array([9.19588793e-07, 1.79903994e-06, 1.60804174e-06, 6.54304509e-07,
       1.06580944e-02, 1.18635013e-02, 5.99383921e-03, 1.45349077e-03,
       5.34776683e-01, 3.41317754e-01, 8.34065011e-02, 1.05251550e-02]), array([5.93460158e-07, 2.23994168e-06, 3.84949882e-06, 3.01260189e-06,
       5.69545047e-03, 1.29910393e-02, 1.33312156e-02, 6.40365733e-03,
       3.47385511e-01, 3.94134735e-01, 1.74699824e-01, 4.53488719e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,32,6,0.0,5,[0.547914443436195],[0.14720590757510899],[5],"[array([1.65312036e-02, 1.66391061e-02, 7.49364906e-03, 1.61158414e-03,
       5.47914443e-01, 3.11329189e-01, 6.65783238e-02, 7.30899363e-03,
       1.65312036e-02, 6.78596195e-03, 1.18165763e-03, 9.46843248e-05])]"
3.0,4.5,0.7000000000000001,3.5,L100,33,14,1.0,11,"[0.5883972925994793, 0.41182568754580084, 0.4048967986218623]","[0.19728727731657003, 0.19576223701628293, 0.1943588011155757]","[8, 9, 10]","[array([1.13549403e-05, 2.45342195e-04, 1.90566992e-03, 5.28500027e-03,
       2.48778963e-03, 3.53382557e-02, 2.41856297e-01, 5.88397293e-01,
       2.13032232e-03, 1.42381643e-02, 4.52119938e-02, 6.28925170e-02]), array([6.73598900e-07, 1.53872262e-06, 1.68562221e-06, 7.76381861e-07,
       9.57716606e-03, 1.66320123e-02, 1.81487835e-02, 6.93087598e-03,
       4.11825688e-01, 3.60550043e-01, 1.48888763e-01, 2.74419941e-02]), array([2.40900705e-07, 1.00021607e-06, 1.89509517e-06, 1.63882317e-06,
       3.58552355e-03, 9.31251944e-03, 1.06404122e-02, 5.42447465e-03,
       2.83654029e-01, 4.04896799e-01, 2.21211816e-01, 6.12696513e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,34,6,0.0,7,[0.40452478127880087],[0.14358691513360786],[7],"[array([0.0009807 , 0.00553324, 0.01342503, 0.01371575, 0.0531519 ,
       0.23484793, 0.40452478, 0.23484793, 0.00629872, 0.01371575,
       0.01342503, 0.00553324])]"
3.0,4.5,0.7000000000000001,3.5,L100,35,6,2.0,9,[0.3883594665903867],[0.15551393749492282],[11],"[array([5.92179486e-07, 3.96022375e-06, 1.20222108e-05, 1.65726772e-05,
       3.56228485e-03, 1.58083183e-02, 3.07971793e-02, 2.52041354e-02,
       7.77427962e-02, 2.77909810e-01, 3.88359467e-01, 1.80582863e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,36,6,2.0,6,[0.4848737651420084],[0.14358691513360786],[8],"[array([4.06476217e-04, 3.90350590e-03, 1.76339016e-02, 3.46192269e-02,
       1.23314056e-02, 8.92982217e-02, 3.38422191e-01, 4.84873765e-01,
       1.05081169e-03, 3.90350590e-03, 7.22634995e-03, 6.33063880e-03])]"
3.0,4.5,0.7000000000000001,3.5,L100,37,14,1.0,9,"[0.36268074714664555, 0.3780696996586398, 0.4311741171318679]","[0.15551393749492282, 0.15434188723567582, 0.15326958389872292]","[6, 7, 8]","[array([0.00129455, 0.00357694, 0.0041503 , 0.00243005, 0.15264531,
       0.36268075, 0.28299575, 0.08604336, 0.0309282 , 0.04259115,
       0.0244798 , 0.00618383]), array([2.49479877e-04, 1.66931759e-03, 4.64975421e-03, 5.94824565e-03,
       5.12588793e-02, 2.74023083e-01, 3.78069700e-01, 2.02703741e-01,
       9.90421827e-03, 2.64430727e-02, 2.99300551e-02, 1.51504541e-02]), array([5.33886608e-05, 7.05775893e-04, 4.15420846e-03, 1.05838942e-02,
       7.60645416e-03, 1.01892278e-01, 3.78112908e-01, 4.31174117e-01,
       2.09108624e-03, 1.10563996e-02, 2.60630496e-02, 2.65064395e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,38,6,4.0,6,[0.38481719150719446],[0.14358691513360786],[10],"[array([2.17905673e-05, 5.21233255e-05, 5.66043417e-05, 2.79197791e-05,
       3.52749874e-02, 5.54867390e-02, 3.52749874e-02, 9.74662424e-03,
       3.08575701e-01, 3.84817192e-01, 1.50848614e-01, 1.98167167e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,39,6,0.0,5,[0.547914443436195],[0.14720590757510899],[5],"[array([1.65312036e-02, 1.66391061e-02, 7.49364906e-03, 1.61158414e-03,
       5.47914443e-01, 3.11329189e-01, 6.65783238e-02, 7.30899363e-03,
       1.65312036e-02, 6.78596195e-03, 1.18165763e-03, 9.46843248e-05])]"
3.0,4.5,0.7000000000000001,3.5,L100,40,10,2.0,1,"[0.42106760183956143, 0.3558033461117692]","[0.24228230294217007, 0.2400471833731285]","[2, 3]","[array([2.81585763e-01, 4.21067602e-01, 2.23868203e-01, 4.80849310e-02,
       1.13938847e-02, 9.79287101e-03, 3.62240317e-03, 5.81331152e-04,
       1.83697253e-06, 9.34431774e-07, 2.16382285e-07, 2.26912808e-08]), array([1.17567017e-01, 3.62180046e-01, 3.55803346e-01, 1.44629276e-01,
       4.69352778e-03, 7.74568861e-03, 5.57485415e-03, 1.80411243e-03,
       8.28115096e-07, 8.37603456e-07, 3.85728986e-07, 8.08828246e-08])]"
3.0,4.5,0.7000000000000001,3.5,L100,41,6,1.0,9,[0.5712495957208392],[0.15551393749492282],[8],"[array([4.37682611e-05, 6.38366444e-04, 4.14317942e-03, 1.10351571e-02,
       5.26657242e-03, 5.48834669e-02, 2.90458144e-01, 5.71249596e-01,
       1.85157878e-03, 9.69640240e-03, 2.41253819e-02, 2.66083870e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,42,10,0.0,10,"[0.5347766832040365, 0.3941347346493607]","[0.17082853840049234, 0.16958044540732875]","[9, 10]","[array([9.19588793e-07, 1.79903994e-06, 1.60804174e-06, 6.54304509e-07,
       1.06580944e-02, 1.18635013e-02, 5.99383921e-03, 1.45349077e-03,
       5.34776683e-01, 3.41317754e-01, 8.34065011e-02, 1.05251550e-02]), array([5.93460158e-07, 2.23994168e-06, 3.84949882e-06, 3.01260189e-06,
       5.69545047e-03, 1.29910393e-02, 1.33312156e-02, 6.40365733e-03,
       3.47385511e-01, 3.94134735e-01, 1.74699824e-01, 4.53488719e-02])]"
3.0,4.5,0.7000000000000001,3.5,L100,43,6,1.0,10,[0.40346730767124267],[0.17082853840049234],[11],"[array([2.07227700e-07, 1.56126744e-06, 5.33745213e-06, 8.28742180e-06,
       2.00986703e-03, 9.96988124e-03, 2.17001695e-02, 2.00391068e-02,
       6.82548375e-02, 2.63601658e-01, 4.03467308e-01, 2.10941779e-01])]"
3.0,4.5,0.7000000000000001,3.5,L100,44,6,0.0,4,[0.5619174484557912],[0.15551393749492284],[4],"[array([7.48356895e-03, 6.81876998e-02, 3.19139451e-01, 5.61917448e-01,
       1.65042360e-03, 7.67423163e-03, 1.70333717e-02, 1.69027303e-02,
       1.19699842e-06, 3.31413673e-06, 4.17229604e-06, 2.39107395e-06])]"
3.0,4.5,0.7000000000000001,3.5,L100,45,6,1.0,3,[0.5347766832040365],[0.17082853840049236],[4],"[array([1.05251550e-02, 8.34065011e-02, 3.41317754e-01, 5.34776683e-01,
       1.45349077e-03, 5.99383921e-03, 1.18635013e-02, 1.06580944e-02,
       6.54304509e-07, 1.60804174e-06, 1.79903994e-06, 9.19588793e-07])]"
3.0,4.5,0.7000000000000001,3.5,L100,46,10,1.0,8,"[0.3820635559308339, 0.37601208256132473]","[0.14720590757510899, 0.14602876154737818]","[6, 7]","[array([0.00188617, 0.00530678, 0.0062717 , 0.00349232, 0.17782449,
       0.38206356, 0.27299827, 0.07625271, 0.02470493, 0.03020203,
       0.01550472, 0.00349232]), array([0.0005136 , 0.00308223, 0.00784245, 0.00902491, 0.06283456,
       0.29496989, 0.37601208, 0.18871239, 0.00833166, 0.0197189 ,
       0.01993241, 0.00902491])]"
3.0,4.5,0.7000000000000001,3.5,L100,47,6,3.0,6,[0.6062873104261595],[0.14358691513360786],[9],"[array([3.07471351e-05, 3.76125649e-05, 2.09005917e-05, 5.27718606e-06,
       5.49617153e-02, 3.88472753e-02, 1.18781783e-02, 1.74813998e-03,
       6.06287310e-01, 2.49470382e-01, 3.45125162e-02, 2.19994500e-03])]"
3.0,4.5,0.7000000000000001,3.5,L100,48,6,1.0,11,[0.5229943279178475],[0.19728727731657003],[12],"[array([1.52655290e-08, 2.53441186e-07, 1.90948354e-06, 6.52799534e-06,
       2.30134923e-04, 2.46775334e-03, 1.23195504e-02, 2.69200709e-02,
       1.10839919e-02, 8.55034147e-02, 3.38472050e-01, 5.22994328e-01])]"
