init_delta_t,init_sigma_position_memory,weight_memory_decay,spatial_dist_coeff,layout,episode_num,steps,error,true_last_word_mjidx,gaze_positions_list,true_last_word_memory_list,gaze_positions_list 
3.5,4.5,0.6,3.0,L0,150,14,0.0,30,"[25, 29, 30, 30]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993, 0.13895866407602125]","[25, 29, 30, 30]"
3.5,4.5,0.6,3.0,L0,151,6,0.0,35,"[35, 35]","[0.19540063213223857, 0.1936977475755516]","[35, 35]"
3.5,4.5,0.6,3.0,L0,152,14,2.0,28,"[27, 26, 30, 30]","[0.15406502536445332, 0.15276658403047422, 0.15181972837410174, 0.1509436239174387]","[27, 26, 30, 30]"
3.5,4.5,0.6,3.0,L0,153,10,0.0,32,"[28, 32, 32]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[28, 32, 32]"
3.5,4.5,0.6,3.0,L0,154,6,0.0,36,"[36, 36]","[0.23951778664437084, 0.237027696879423]","[36, 36]"
3.5,4.5,0.6,3.0,L0,155,6,0.0,34,"[34, 34]","[0.1692849084178926, 0.1678952009675782]","[34, 34]"
3.5,4.5,0.6,3.0,L0,156,10,0.0,36,"[32, 36, 36]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[32, 36, 36]"
3.5,4.5,0.6,3.0,L0,157,14,4.0,25,"[25, 25, 29, 29]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409, 0.23351113590750694]","[25, 25, 29, 29]"
3.5,4.5,0.6,3.0,L0,158,14,1.0,35,"[28, 32, 36, 36]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[28, 32, 36, 36]"
3.5,4.5,0.6,3.0,L0,159,6,0.0,31,"[31, 31]","[0.1421092939754891, 0.14079318066296664]","[31, 31]"
3.5,4.5,0.6,3.0,L0,160,6,0.0,29,"[29, 29]","[0.1457512709624567, 0.14445286719978143]","[29, 29]"
3.5,4.5,0.6,3.0,L0,161,10,3.0,26,"[25, 29, 29]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[25, 29, 29]"
3.5,4.5,0.6,3.0,L0,162,14,0.0,34,"[26, 30, 34, 34]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952, 0.16593368816746973]","[26, 30, 34, 34]"
3.5,4.5,0.6,3.0,L0,163,14,1.0,36,"[27, 31, 35, 35]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084, 0.233511135907507]","[27, 31, 35, 35]"
3.5,4.5,0.6,3.0,L0,164,14,1.0,32,"[30, 29, 33, 33]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[30, 29, 33, 33]"
3.5,4.5,0.6,3.0,L0,165,6,3.0,32,"[35, 35]","[0.1457512709624567, 0.14445286719978143]","[35, 35]"
3.5,4.5,0.6,3.0,L0,166,6,2.0,36,"[34, 34]","[0.23951778664437084, 0.237027696879423]","[34, 34]"
3.5,4.5,0.6,3.0,L0,167,6,4.0,28,"[32, 32]","[0.15406502536445332, 0.15276658403047422]","[32, 32]"
3.5,4.5,0.6,3.0,L0,168,14,2.0,26,"[26, 27, 28, 28]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262, 0.19128718678799]","[26, 27, 28, 28]"
3.5,4.5,0.6,3.0,L0,169,6,0.0,33,"[33, 33]","[0.15406502536445332, 0.1527665840304742]","[33, 33]"
3.5,4.5,0.6,3.0,L0,170,14,0.0,34,"[26, 30, 34, 34]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952, 0.16593368816746973]","[26, 30, 34, 34]"
3.5,4.5,0.6,3.0,L0,171,6,0.0,34,"[34, 34]","[0.1692849084178926, 0.1678952009675782]","[34, 34]"
3.5,4.5,0.6,3.0,L0,172,6,5.0,25,"[30, 30]","[0.23951778664437084, 0.23702769687942304]","[30, 30]"
3.5,4.5,0.6,3.0,L0,173,14,1.0,32,"[30, 29, 33, 33]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[30, 29, 33, 33]"
3.5,4.5,0.6,3.0,L0,174,14,1.0,28,"[26, 25, 29, 29]","[0.15406502536445332, 0.15276658403047422, 0.15181972837410174, 0.1509436239174387]","[26, 25, 29, 29]"
3.5,4.5,0.6,3.0,L0,175,6,1.0,33,"[34, 34]","[0.15406502536445332, 0.1527665840304742]","[34, 34]"
3.5,4.5,0.6,3.0,L0,176,10,0.0,31,"[30, 31, 31]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299]","[30, 31, 31]"
3.5,4.5,0.6,3.0,L0,177,14,2.0,28,"[27, 26, 30, 30]","[0.15406502536445332, 0.15276658403047422, 0.15181972837410174, 0.1509436239174387]","[27, 26, 30, 30]"
3.5,4.5,0.6,3.0,L0,178,10,1.0,34,"[29, 33, 33]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[29, 33, 33]"
3.5,4.5,0.6,3.0,L0,179,6,3.0,30,"[33, 33]","[0.1421092939754891, 0.14079318066296664]","[33, 33]"
3.5,4.5,0.6,3.0,L0,180,6,1.0,35,"[34, 34]","[0.19540063213223857, 0.1936977475755516]","[34, 34]"
3.5,4.5,0.6,3.0,L0,181,6,6.0,25,"[31, 31]","[0.23951778664437084, 0.23702769687942304]","[31, 31]"
3.5,4.5,0.6,3.0,L0,182,6,4.0,28,"[32, 32]","[0.15406502536445332, 0.15276658403047422]","[32, 32]"
3.5,4.5,0.6,3.0,L0,183,6,2.0,33,"[35, 35]","[0.15406502536445332, 0.1527665840304742]","[35, 35]"
3.5,4.5,0.6,3.0,L0,184,6,1.0,34,"[33, 33]","[0.1692849084178926, 0.1678952009675782]","[33, 33]"
3.5,4.5,0.6,3.0,L0,185,6,2.0,29,"[31, 31]","[0.1457512709624567, 0.14445286719978143]","[31, 31]"
3.5,4.5,0.6,3.0,L0,186,14,1.0,32,"[30, 29, 33, 33]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[30, 29, 33, 33]"
3.5,4.5,0.6,3.0,L0,187,6,5.0,25,"[30, 30]","[0.23951778664437084, 0.23702769687942304]","[30, 30]"
3.5,4.5,0.6,3.0,L0,188,10,1.0,32,"[32, 33, 33]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[32, 33, 33]"
3.5,4.5,0.6,3.0,L0,189,14,2.0,26,"[26, 27, 28, 28]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262, 0.19128718678799]","[26, 27, 28, 28]"
3.5,4.5,0.6,3.0,L0,190,10,1.0,32,"[32, 33, 33]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[32, 33, 33]"
3.5,4.5,0.6,3.0,L0,191,6,0.0,33,"[33, 33]","[0.15406502536445332, 0.1527665840304742]","[33, 33]"
3.5,4.5,0.6,3.0,L0,192,10,1.0,34,"[29, 33, 33]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[29, 33, 33]"
3.5,4.5,0.6,3.0,L0,193,10,3.0,26,"[25, 29, 29]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[25, 29, 29]"
3.5,4.5,0.6,3.0,L0,194,10,2.0,29,"[27, 31, 31]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[27, 31, 31]"
3.5,4.5,0.6,3.0,L0,195,6,5.0,31,"[36, 36]","[0.1421092939754891, 0.14079318066296664]","[36, 36]"
3.5,4.5,0.6,3.0,L0,196,6,1.0,29,"[30, 30]","[0.1457512709624567, 0.14445286719978143]","[30, 30]"
3.5,4.5,0.6,3.0,L0,197,10,0.0,29,"[25, 29, 29]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[25, 29, 29]"
3.5,4.5,0.6,3.0,L0,198,14,0.0,35,"[27, 31, 35, 35]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[27, 31, 35, 35]"
3.5,4.5,0.6,3.0,L0,199,6,0.0,34,"[34, 34]","[0.1692849084178926, 0.1678952009675782]","[34, 34]"
3.5,4.5,0.6,3.0,L0,200,10,2.0,27,"[28, 29, 29]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[28, 29, 29]"
3.5,4.5,0.6,3.0,L50,1,6,1.0,18,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,2,6,4.0,15,"[19, 19]","[0.1692849084178926, 0.16789520096757823]","[19, 19]"
3.5,4.5,0.6,3.0,L50,3,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,4,6,4.0,15,"[19, 19]","[0.1692849084178926, 0.16789520096757823]","[19, 19]"
3.5,4.5,0.6,3.0,L50,5,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,6,10,0.0,22,"[21, 22, 22]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,7,6,0.0,24,"[24, 24]","[0.23951778664437084, 0.237027696879423]","[24, 24]"
3.5,4.5,0.6,3.0,L50,8,14,0.0,23,"[20, 19, 23, 23]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264, 0.19128718678799]","[20, 19, 23, 23]"
3.5,4.5,0.6,3.0,L50,9,6,0.0,14,"[14, 14]","[0.19540063213223857, 0.1936977475755516]","[14, 14]"
3.5,4.5,0.6,3.0,L50,10,6,1.0,17,"[18, 18]","[0.1457512709624567, 0.14445286719978143]","[18, 18]"
3.5,4.5,0.6,3.0,L50,11,10,1.0,13,"[13, 14, 14]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409]","[13, 14, 14]"
3.5,4.5,0.6,3.0,L50,12,6,4.0,19,"[23, 23]","[0.1421092939754891, 0.14079318066296664]","[23, 23]"
3.5,4.5,0.6,3.0,L50,13,6,1.0,13,"[14, 14]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.6,3.0,L50,14,6,1.0,23,"[24, 24]","[0.19540063213223857, 0.1936977475755516]","[24, 24]"
3.5,4.5,0.6,3.0,L50,15,6,1.0,19,"[20, 20]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.6,3.0,L50,16,10,0.0,14,"[13, 14, 14]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[13, 14, 14]"
3.5,4.5,0.6,3.0,L50,17,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,18,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,19,6,4.0,20,"[24, 24]","[0.1457512709624567, 0.14445286719978143]","[24, 24]"
3.5,4.5,0.6,3.0,L50,20,10,0.0,15,"[14, 15, 15]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[14, 15, 15]"
3.5,4.5,0.6,3.0,L50,21,6,4.0,15,"[19, 19]","[0.1692849084178926, 0.16789520096757823]","[19, 19]"
3.5,4.5,0.6,3.0,L50,22,6,5.0,15,"[20, 20]","[0.1692849084178926, 0.16789520096757823]","[20, 20]"
3.5,4.5,0.6,3.0,L50,23,22,3.0,24,"[15, 14, 18, 17, 21, 21]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084, 0.233511135907507, 0.23193362451604105, 0.2304590703454384]","[15, 14, 18, 17, 21, 21]"
3.5,4.5,0.6,3.0,L50,24,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,25,10,0.0,21,"[17, 21, 21]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,26,6,0.0,19,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,27,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,28,6,2.0,18,"[20, 20]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.6,3.0,L50,29,6,0.0,18,"[18, 18]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.6,3.0,L50,30,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,31,10,2.0,23,"[17, 21, 21]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,32,6,0.0,24,"[24, 24]","[0.23951778664437084, 0.237027696879423]","[24, 24]"
3.5,4.5,0.6,3.0,L50,33,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,34,10,1.0,24,"[19, 23, 23]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[19, 23, 23]"
3.5,4.5,0.6,3.0,L50,35,6,5.0,15,"[20, 20]","[0.1692849084178926, 0.16789520096757823]","[20, 20]"
3.5,4.5,0.6,3.0,L50,36,6,0.0,18,"[18, 18]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.6,3.0,L50,37,10,0.0,15,"[14, 15, 15]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[14, 15, 15]"
3.5,4.5,0.6,3.0,L50,38,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,39,6,1.0,14,"[15, 15]","[0.19540063213223857, 0.1936977475755516]","[15, 15]"
3.5,4.5,0.6,3.0,L50,40,10,0.0,22,"[21, 22, 22]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,41,6,4.0,20,"[24, 24]","[0.1457512709624567, 0.14445286719978143]","[24, 24]"
3.5,4.5,0.6,3.0,L50,42,6,5.0,13,"[18, 18]","[0.23951778664437084, 0.23702769687942304]","[18, 18]"
3.5,4.5,0.6,3.0,L50,43,14,1.0,17,"[14, 15, 16, 16]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086, 0.14263844846401313]","[14, 15, 16, 16]"
3.5,4.5,0.6,3.0,L50,44,6,3.0,19,"[22, 22]","[0.1421092939754891, 0.14079318066296664]","[22, 22]"
3.5,4.5,0.6,3.0,L50,45,6,3.0,15,"[18, 18]","[0.1692849084178926, 0.16789520096757823]","[18, 18]"
3.5,4.5,0.6,3.0,L50,46,6,3.0,20,"[23, 23]","[0.1457512709624567, 0.14445286719978143]","[23, 23]"
3.5,4.5,0.6,3.0,L50,47,6,1.0,13,"[14, 14]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.6,3.0,L50,48,10,1.0,15,"[15, 16, 16]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.6,3.0,L50,49,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,50,6,4.0,16,"[20, 20]","[0.15406502536445332, 0.15276658403047422]","[20, 20]"
3.5,4.5,0.6,3.0,L50,51,10,1.0,24,"[22, 23, 23]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[22, 23, 23]"
3.5,4.5,0.6,3.0,L50,52,14,1.0,20,"[16, 15, 19, 19]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[16, 15, 19, 19]"
3.5,4.5,0.6,3.0,L50,53,6,1.0,18,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,54,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,55,6,1.0,13,"[14, 14]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.6,3.0,L50,56,6,1.0,21,"[22, 22]","[0.15406502536445332, 0.1527665840304742]","[22, 22]"
3.5,4.5,0.6,3.0,L50,57,10,1.0,17,"[17, 18, 18]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[17, 18, 18]"
3.5,4.5,0.6,3.0,L50,58,10,0.0,24,"[23, 24, 24]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[23, 24, 24]"
3.5,4.5,0.6,3.0,L50,59,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,60,6,0.0,18,"[18, 18]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.6,3.0,L50,61,6,1.0,14,"[15, 15]","[0.19540063213223857, 0.1936977475755516]","[15, 15]"
3.5,4.5,0.6,3.0,L50,62,10,0.0,18,"[17, 18, 18]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993]","[17, 18, 18]"
3.5,4.5,0.6,3.0,L50,63,10,0.0,19,"[18, 19, 19]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299]","[18, 19, 19]"
3.5,4.5,0.6,3.0,L50,64,14,1.0,19,"[15, 14, 18, 18]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299, 0.13895866407602128]","[15, 14, 18, 18]"
3.5,4.5,0.6,3.0,L50,65,10,0.0,19,"[18, 19, 19]","[0.1421092939754891, 0.14079318066296664, 0.1398383620719299]","[18, 19, 19]"
3.5,4.5,0.6,3.0,L50,66,6,1.0,23,"[24, 24]","[0.19540063213223857, 0.1936977475755516]","[24, 24]"
3.5,4.5,0.6,3.0,L50,67,6,3.0,19,"[22, 22]","[0.1421092939754891, 0.14079318066296664]","[22, 22]"
3.5,4.5,0.6,3.0,L50,68,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,69,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,70,10,0.0,23,"[22, 23, 23]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[22, 23, 23]"
3.5,4.5,0.6,3.0,L50,71,6,0.0,18,"[18, 18]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.6,3.0,L50,72,6,1.0,21,"[22, 22]","[0.15406502536445332, 0.1527665840304742]","[22, 22]"
3.5,4.5,0.6,3.0,L50,73,6,0.0,16,"[16, 16]","[0.15406502536445332, 0.15276658403047422]","[16, 16]"
3.5,4.5,0.6,3.0,L50,74,10,1.0,22,"[17, 21, 21]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,75,6,1.0,21,"[22, 22]","[0.15406502536445332, 0.1527665840304742]","[22, 22]"
3.5,4.5,0.6,3.0,L50,76,14,0.0,20,"[18, 19, 20, 20]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[18, 19, 20, 20]"
3.5,4.5,0.6,3.0,L50,77,6,4.0,16,"[20, 20]","[0.15406502536445332, 0.15276658403047422]","[20, 20]"
3.5,4.5,0.6,3.0,L50,78,6,1.0,15,"[16, 16]","[0.1692849084178926, 0.16789520096757823]","[16, 16]"
3.5,4.5,0.6,3.0,L50,79,6,0.0,14,"[14, 14]","[0.19540063213223857, 0.1936977475755516]","[14, 14]"
3.5,4.5,0.6,3.0,L50,80,6,0.0,19,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,81,10,0.0,24,"[23, 24, 24]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[23, 24, 24]"
3.5,4.5,0.6,3.0,L50,82,10,0.0,14,"[13, 14, 14]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287262]","[13, 14, 14]"
3.5,4.5,0.6,3.0,L50,83,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,84,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,85,10,0.0,20,"[19, 20, 20]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861]","[19, 20, 20]"
3.5,4.5,0.6,3.0,L50,86,6,3.0,18,"[21, 21]","[0.1421092939754891, 0.14079318066296664]","[21, 21]"
3.5,4.5,0.6,3.0,L50,87,6,6.0,17,"[23, 23]","[0.1457512709624567, 0.14445286719978143]","[23, 23]"
3.5,4.5,0.6,3.0,L50,88,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,89,10,1.0,17,"[17, 18, 18]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[17, 18, 18]"
3.5,4.5,0.6,3.0,L50,90,6,2.0,21,"[23, 23]","[0.15406502536445332, 0.1527665840304742]","[23, 23]"
3.5,4.5,0.6,3.0,L50,91,6,0.0,24,"[24, 24]","[0.23951778664437084, 0.237027696879423]","[24, 24]"
3.5,4.5,0.6,3.0,L50,92,10,0.0,15,"[14, 15, 15]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[14, 15, 15]"
3.5,4.5,0.6,3.0,L50,93,10,0.0,21,"[17, 21, 21]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,94,10,1.0,21,"[21, 22, 22]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,95,6,5.0,14,"[19, 19]","[0.19540063213223857, 0.1936977475755516]","[19, 19]"
3.5,4.5,0.6,3.0,L50,96,10,0.0,15,"[14, 15, 15]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[14, 15, 15]"
3.5,4.5,0.6,3.0,L50,97,10,1.0,22,"[17, 21, 21]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,98,10,1.0,13,"[13, 14, 14]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409]","[13, 14, 14]"
3.5,4.5,0.6,3.0,L50,99,6,1.0,15,"[16, 16]","[0.1692849084178926, 0.16789520096757823]","[16, 16]"
3.5,4.5,0.6,3.0,L50,100,10,0.0,22,"[18, 22, 22]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[18, 22, 22]"
3.5,4.5,0.6,3.0,L50,101,10,1.0,17,"[17, 18, 18]","[0.1457512709624567, 0.14445286719978143, 0.1435091932661086]","[17, 18, 18]"
3.5,4.5,0.6,3.0,L50,102,6,0.0,22,"[22, 22]","[0.1692849084178926, 0.1678952009675782]","[22, 22]"
3.5,4.5,0.6,3.0,L50,103,6,0.0,19,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,104,10,0.0,22,"[18, 22, 22]","[0.1692849084178926, 0.1678952009675782, 0.16687791592675952]","[18, 22, 22]"
3.5,4.5,0.6,3.0,L50,105,10,1.0,23,"[21, 22, 22]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,106,6,1.0,14,"[15, 15]","[0.19540063213223857, 0.1936977475755516]","[15, 15]"
3.5,4.5,0.6,3.0,L50,107,6,2.0,21,"[23, 23]","[0.15406502536445332, 0.1527665840304742]","[23, 23]"
3.5,4.5,0.6,3.0,L50,108,6,1.0,23,"[24, 24]","[0.19540063213223857, 0.1936977475755516]","[24, 24]"
3.5,4.5,0.6,3.0,L50,109,6,1.0,15,"[16, 16]","[0.1692849084178926, 0.16789520096757823]","[16, 16]"
3.5,4.5,0.6,3.0,L50,110,10,0.0,24,"[20, 24, 24]","[0.23951778664437084, 0.237027696879423, 0.23520420210274084]","[20, 24, 24]"
3.5,4.5,0.6,3.0,L50,111,6,1.0,18,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,112,6,1.0,22,"[23, 23]","[0.1692849084178926, 0.1678952009675782]","[23, 23]"
3.5,4.5,0.6,3.0,L50,113,6,0.0,18,"[18, 18]","[0.1421092939754891, 0.14079318066296664]","[18, 18]"
3.5,4.5,0.6,3.0,L50,114,6,2.0,20,"[22, 22]","[0.1457512709624567, 0.14445286719978143]","[22, 22]"
3.5,4.5,0.6,3.0,L50,115,10,1.0,23,"[21, 22, 22]","[0.19540063213223857, 0.1936977475755516, 0.19244859899287264]","[21, 22, 22]"
3.5,4.5,0.6,3.0,L50,116,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,117,6,3.0,19,"[22, 22]","[0.1421092939754891, 0.14079318066296664]","[22, 22]"
3.5,4.5,0.6,3.0,L50,118,6,1.0,17,"[18, 18]","[0.1457512709624567, 0.14445286719978143]","[18, 18]"
3.5,4.5,0.6,3.0,L50,119,6,0.0,19,"[19, 19]","[0.1421092939754891, 0.14079318066296664]","[19, 19]"
3.5,4.5,0.6,3.0,L50,120,6,0.0,23,"[23, 23]","[0.19540063213223857, 0.1936977475755516]","[23, 23]"
3.5,4.5,0.6,3.0,L50,121,6,5.0,16,"[21, 21]","[0.15406502536445332, 0.15276658403047422]","[21, 21]"
3.5,4.5,0.6,3.0,L50,122,10,1.0,13,"[13, 14, 14]","[0.23951778664437084, 0.23702769687942304, 0.2352042021027409]","[13, 14, 14]"
3.5,4.5,0.6,3.0,L50,123,6,3.0,16,"[19, 19]","[0.15406502536445332, 0.15276658403047422]","[19, 19]"
3.5,4.5,0.6,3.0,L50,124,10,1.0,18,"[13, 17, 17]","[0.1421092939754891, 0.14079318066296664, 0.13983836207192993]","[13, 17, 17]"
3.5,4.5,0.6,3.0,L50,125,6,2.0,21,"[23, 23]","[0.15406502536445332, 0.1527665840304742]","[23, 23]"
3.5,4.5,0.6,3.0,L50,126,10,0.0,21,"[17, 21, 21]","[0.15406502536445332, 0.1527665840304742, 0.15181972837410174]","[17, 21, 21]"
3.5,4.5,0.6,3.0,L50,127,10,1.0,15,"[15, 16, 16]","[0.1692849084178926, 0.16789520096757823, 0.16687791592675955]","[15, 16, 16]"
3.5,4.5,0.6,3.0,L50,128,6,2.0,22,"[24, 24]","[0.1692849084178926, 0.1678952009675782]","[24, 24]"
3.5,4.5,0.6,3.0,L50,129,6,1.0,19,"[20, 20]","[0.1421092939754891, 0.14079318066296664]","[20, 20]"
3.5,4.5,0.6,3.0,L50,130,6,1.0,17,"[18, 18]","[0.1457512709624567, 0.14445286719978143]","[18, 18]"
3.5,4.5,0.6,3.0,L50,131,6,1.0,13,"[14, 14]","[0.23951778664437084, 0.23702769687942304]","[14, 14]"
3.5,4.5,0.6,3.0,L50,132,14,0.0,20,"[17, 16, 20, 20]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[17, 16, 20, 20]"
3.5,4.5,0.6,3.0,L50,133,6,1.0,14,"[15, 15]","[0.19540063213223857, 0.1936977475755516]","[15, 15]"
3.5,4.5,0.6,3.0,L50,134,6,4.0,13,"[17, 17]","[0.23951778664437084, 0.23702769687942304]","[17, 17]"
3.5,4.5,0.6,3.0,L50,135,14,1.0,20,"[16, 15, 19, 19]","[0.1457512709624567, 0.14445286719978143, 0.14350919326610861, 0.14263844846401313]","[16, 15, 19, 19]"
